Student_ID,Date,Persona,Age,Gender,Department,Year_of_Study,Sleep_Hours,Study_Hours,Screen_Time_Hours,Stress_Level,Focus_Score,Mood_Score,Attendance_Percentage,Assignment_Completion,Productivity_Score,Exam_Score,Burnout_Risk,Study_Efficiency,Wellness_Score
308,2025-01-07,Average,25,Male,Mechanical,3,7.1,2.7,3.3,4.5,3.3,5.1,79.3,59.4,22.7,25.0,Low,6.756756756756756,3.0199999999999996
308,2025-01-08,Average,25,Male,Mechanical,3,6.8,4.3,4.9,4.4,5.4,5.9,87.9,82.0,37.6,41.6,Low,7.849056603773586,3.17
308,2025-01-09,Average,25,Male,Mechanical,3,7.8,4.3,6.5,6.2,6.7,5.6,96.7,80.3,38.7,40.1,Medium,7.566037735849057,2.94
308,2025-01-10,Average,25,Male,Mechanical,3,6.6,4.5,5.4,4.6,3.3,5.4,79.3,69.2,28.5,50.9,Low,9.254545454545454,2.88
308,2025-01-11,Average,25,Male,Mechanical,3,7.0,4.9,5.5,4.2,7.5,4.9,100.0,100.0,46.2,58.4,Low,9.898305084745761,3.0100000000000007
308,2025-01-12,Average,25,Male,Mechanical,3,6.2,5.3,6.3,4.9,6.7,5.1,85.2,87.3,43.3,44.0,Low,6.984126984126984,2.54
308,2025-01-13,Average,25,Male,Mechanical,3,5.0,4.0,5.2,4.0,6.0,5.1,81.2,87.0,38.0,47.8,Low,9.559999999999999,2.33
308,2025-01-14,Average,25,Male,Mechanical,3,6.1,4.4,5.0,5.7,6.7,6.8,86.5,94.2,42.4,42.2,Low,7.814814814814815,2.7700000000000005
308,2025-01-15,Average,25,Male,Mechanical,3,6.8,4.1,4.4,5.4,5.7,4.7,87.6,72.8,33.7,37.1,Low,7.274509803921569,2.51
308,2025-01-16,Average,25,Male,Mechanical,3,5.9,1.9,7.6,3.9,6.1,5.5,83.0,68.2,33.3,35.3,Low,12.172413793103448,2.84
308,2025-01-17,Average,25,Male,Mechanical,3,6.8,4.0,3.9,6.2,7.5,5.1,99.2,84.6,40.0,37.4,Medium,7.4799999999999995,2.39
308,2025-01-18,Average,25,Male,Mechanical,3,7.8,5.2,5.8,4.8,5.0,6.1,95.1,82.0,38.0,49.4,Low,7.96774193548387,3.5100000000000002
308,2025-01-19,Average,25,Male,Mechanical,3,7.6,4.0,10.2,5.4,6.4,6.4,98.7,94.2,39.3,46.2,Low,9.24,3.34
308,2025-01-20,Average,25,Male,Mechanical,3,4.0,3.8,3.5,6.4,4.6,5.2,44.1,61.6,27.3,22.7,Medium,4.729166666666667,1.2400000000000002
308,2025-01-21,Average,25,Male,Mechanical,3,4.4,5.5,6.6,4.2,6.6,6.3,72.0,91.2,47.0,45.3,Low,6.9692307692307685,2.3900000000000006
308,2025-01-22,Average,25,Male,Mechanical,3,7.6,3.5,4.0,6.0,5.8,6.0,88.3,72.3,33.6,39.3,Low,8.733333333333333,3.04
308,2025-01-23,Average,25,Male,Mechanical,3,6.0,3.6,7.9,4.2,5.2,7.4,77.4,76.6,37.9,33.1,Low,7.195652173913044,3.360000000000001
308,2025-01-24,Average,25,Male,Mechanical,3,7.2,2.6,4.9,3.3,6.8,7.0,99.3,79.0,42.7,49.9,Low,13.86111111111111,3.9900000000000007
308,2025-01-25,Average,25,Male,Mechanical,3,5.9,4.6,6.8,4.0,4.0,7.3,72.3,50.5,29.8,24.9,Low,4.446428571428571,3.3500000000000005
308,2025-01-26,Average,25,Male,Mechanical,3,7.6,2.5,7.1,5.0,6.5,5.6,100.0,69.7,34.7,37.0,Low,10.571428571428571,3.2199999999999998
308,2025-01-27,Average,25,Male,Mechanical,3,6.0,3.8,3.8,4.7,5.8,6.7,69.8,77.0,38.4,37.1,Low,7.729166666666667,3.0
308,2025-01-28,Average,25,Male,Mechanical,3,6.0,2.8,6.5,5.4,6.6,6.4,84.2,100.0,36.9,40.1,Low,10.55263157894737,2.7
308,2025-01-29,Average,25,Male,Mechanical,3,8.0,4.2,3.4,6.9,5.7,6.6,94.1,73.7,35.2,41.8,Medium,8.038461538461538,3.11
308,2025-01-30,Average,25,Male,Mechanical,3,6.2,1.3,4.2,4.5,6.1,6.6,86.2,64.8,32.3,26.7,Low,11.608695652173914,3.1100000000000003
309,2025-01-01,Distracted,18,Female,Computer Science,3,5.6,2.6,11.5,5.8,3.4,6.7,58.3,41.6,23.1,22.9,Low,6.361111111111111,2.51
309,2025-01-02,Distracted,18,Female,Computer Science,3,6.6,2.4,8.4,6.0,3.8,6.9,72.8,53.4,23.9,27.1,Medium,7.970588235294119,2.91
309,2025-01-03,Distracted,18,Female,Computer Science,3,7.1,1.9,12.0,6.7,3.7,4.3,73.1,60.6,15.6,15.5,Medium,5.344827586206897,2.12
309,2025-01-04,Distracted,18,Female,Computer Science,3,6.0,1.4,7.6,5.6,3.4,7.8,53.1,56.8,22.3,12.2,Low,5.083333333333333,3.0600000000000005
309,2025-01-05,Distracted,18,Female,Computer Science,3,7.7,0.7,9.0,6.2,3.2,8.2,74.9,27.8,19.0,10.5,Medium,6.176470588235294,3.6799999999999993
309,2025-01-06,Distracted,18,Female,Computer Science,3,7.1,2.5,13.2,6.6,2.3,6.9,76.5,21.6,17.2,22.0,Medium,6.285714285714286,2.9300000000000006
309,2025-01-07,Distracted,18,Female,Computer Science,3,6.3,1.4,9.4,5.8,3.3,6.5,73.8,53.1,18.7,12.3,Low,5.125000000000001,2.7299999999999995
309,2025-01-08,Distracted,18,Female,Computer Science,3,6.2,4.2,9.8,4.1,2.1,5.6,59.0,41.3,23.8,34.0,Low,6.538461538461538,2.9300000000000006
309,2025-01-09,Distracted,18,Female,Computer Science,3,8.5,2.7,13.2,4.8,1.0,4.4,79.0,20.4,11.4,25.6,Low,6.918918918918919,3.2800000000000007
309,2025-01-10,Distracted,18,Female,Computer Science,3,7.7,3.6,10.9,7.2,2.8,6.3,73.2,43.7,20.5,17.1,Medium,3.7173913043478266,2.8099999999999996
309,2025-01-11,Distracted,18,Female,Computer Science,3,6.0,3.5,12.5,8.9,5.3,7.1,75.7,89.4,28.2,16.6,Medium,3.688888888888889,1.8600000000000003
309,2025-01-12,Distracted,18,Female,Computer Science,3,6.1,0.8,10.4,6.9,3.2,5.6,70.3,41.2,12.8,8.2,Medium,4.555555555555555,2.0500000000000003
309,2025-01-13,Distracted,18,Female,Computer Science,3,7.5,3.6,9.6,6.8,4.5,6.2,76.0,58.6,27.4,33.8,Medium,7.3478260869565215,2.8199999999999994
309,2025-01-14,Distracted,18,Female,Computer Science,3,5.9,1.5,10.3,7.7,3.3,7.3,68.3,39.9,17.0,12.8,Medium,5.12,2.2400000000000007
309,2025-01-15,Distracted,18,Female,Computer Science,3,5.3,3.3,6.9,6.6,1.0,5.1,40.0,22.3,10.9,13.0,Medium,3.0232558139534884,1.6700000000000002
309,2025-01-16,Distracted,18,Female,Computer Science,3,4.7,3.2,12.3,6.0,5.2,5.8,53.7,66.6,29.9,21.5,Medium,5.119047619047619,1.8200000000000003
309,2025-01-17,Distracted,18,Female,Computer Science,3,6.3,5.0,7.9,5.4,3.5,6.1,69.7,48.4,30.4,32.4,Low,5.3999999999999995,2.7299999999999995
309,2025-01-18,Distracted,18,Female,Computer Science,3,5.6,1.4,12.1,6.7,2.9,6.0,54.5,19.5,14.5,10.7,Medium,4.458333333333333,2.0299999999999994
309,2025-01-19,Distracted,18,Female,Computer Science,3,5.7,3.0,11.9,6.1,2.4,6.6,51.2,20.9,19.5,18.5,Medium,4.625,2.4299999999999997
309,2025-01-20,Distracted,18,Female,Computer Science,3,5.5,4.0,11.1,7.5,3.0,6.0,44.9,54.4,20.9,7.0,Medium,1.4,1.75
309,2025-01-21,Distracted,18,Female,Computer Science,3,6.2,0.2,10.3,7.0,3.3,5.5,66.5,25.4,10.9,0.0,Medium,0.0,2.0300000000000007
309,2025-01-22,Distracted,18,Female,Computer Science,3,6.5,3.2,11.8,6.4,2.7,6.6,72.2,35.7,20.6,15.4,Medium,3.6666666666666665,2.66
309,2025-01-23,Distracted,18,Female,Computer Science,3,7.8,2.3,11.0,6.1,1.2,6.5,71.3,23.7,12.4,9.5,Medium,2.878787878787879,3.24
309,2025-01-24,Distracted,18,Female,Computer Science,3,5.0,1.9,12.5,4.7,3.6,5.6,61.8,38.4,21.9,24.7,Low,8.517241379310345,2.2699999999999996
309,2025-01-25,Distracted,18,Female,Computer Science,3,6.7,1.9,13.4,6.1,2.7,5.6,66.4,43.5,15.4,13.5,Medium,4.655172413793103,2.5300000000000002
309,2025-01-26,Distracted,18,Female,Computer Science,3,5.5,1.7,12.1,7.4,2.2,5.7,53.7,46.5,10.6,12.3,Medium,4.555555555555555,1.69
309,2025-01-27,Distracted,18,Female,Computer Science,3,6.7,3.0,9.3,5.0,1.8,6.0,60.7,31.6,18.0,27.5,Low,6.875,2.9800000000000004
309,2025-01-28,Distracted,18,Female,Computer Science,3,4.3,3.9,8.4,8.3,3.5,7.5,40.0,50.2,24.0,8.5,High,1.7346938775510203,1.4799999999999995
309,2025-01-29,Distracted,18,Female,Computer Science,3,6.0,3.1,13.1,5.7,2.6,5.8,55.7,23.4,19.8,22.8,Low,5.560975609756098,2.4300000000000006
309,2025-01-30,Distracted,18,Female,Computer Science,3,6.3,1.1,12.3,3.8,2.2,4.6,62.3,39.1,14.0,12.5,Low,5.9523809523809526,2.76
310,2025-01-01,Burnout,19,Female,Information Technology,1,7.3,6.2,6.3,8.9,3.9,4.6,78.1,71.1,25.7,27.7,Medium,3.847222222222222,1.63
310,2025-01-02,Burnout,19,Female,Information Technology,1,5.3,8.0,7.7,9.5,4.8,4.6,48.7,67.8,33.3,48.2,Medium,5.355555555555556,0.6499999999999999
310,2025-01-03,Burnout,19,Female,Information Technology,1,5.8,9.3,8.4,8.9,6.8,6.9,76.9,100.0,51.1,64.4,Medium,6.252427184466019,1.7199999999999998
310,2025-01-04,Burnout,19,Female,Information Technology,1,4.7,8.5,7.4,10.0,4.2,3.8,51.0,87.3,30.0,38.7,High,4.0736842105263165,0.020000000000000018
310,2025-01-05,Burnout,19,Female,Information Technology,1,3.2,8.1,6.9,9.0,5.8,5.2,53.0,84.0,40.1,39.2,High,4.307692307692308,0.14000000000000057
310,2025-01-06,Burnout,19,Female,Information Technology,1,3.8,7.7,7.7,7.3,7.2,2.2,57.4,100.0,41.7,60.7,Medium,6.977011494252874,-0.009999999999999787
310,2025-01-07,Burnout,19,Female,Information Technology,1,2.3,9.1,6.8,10.0,3.6,5.4,40.0,67.1,32.6,26.0,High,2.5742574257425743,-0.45999999999999996
310,2025-01-08,Burnout,19,Female,Information Technology,1,6.5,9.4,8.6,8.7,4.7,4.0,68.6,91.9,37.5,51.9,Medium,4.990384615384615,1.19
310,2025-01-09,Burnout,19,Female,Information Technology,1,5.7,9.5,5.8,9.7,3.6,5.5,59.3,89.7,34.3,39.1,Medium,3.723809523809524,1.0200000000000005
310,2025-01-10,Burnout,19,Female,Information Technology,1,4.2,7.4,6.8,9.5,5.8,6.2,55.1,98.2,39.1,49.1,High,5.845238095238095,0.69
310,2025-01-11,Burnout,19,Female,Information Technology,1,4.0,9.0,8.4,10.0,5.3,3.4,49.7,100.0,34.9,44.6,High,4.46,-0.3799999999999999
310,2025-01-12,Burnout,19,Female,Information Technology,1,4.7,9.4,8.1,8.7,4.4,5.7,54.9,86.0,40.0,51.8,High,4.98076923076923,0.98
310,2025-01-13,Burnout,19,Female,Information Technology,1,2.4,8.7,7.5,9.7,5.0,3.4,40.0,99.1,33.7,40.8,High,4.206185567010309,-0.9299999999999997
310,2025-01-14,Burnout,19,Female,Information Technology,1,3.2,7.7,6.4,10.0,4.8,5.5,40.0,76.9,33.3,35.2,High,4.045977011494253,-0.06999999999999984
310,2025-01-15,Burnout,19,Female,Information Technology,1,4.1,8.0,5.9,9.6,4.2,2.5,40.6,87.1,26.5,29.5,High,3.2777777777777777,-0.4900000000000002
310,2025-01-16,Burnout,19,Female,Information Technology,1,6.1,7.6,7.3,8.9,2.9,4.4,50.0,83.8,25.3,35.1,Medium,4.0813953488372094,1.0899999999999999
310,2025-01-17,Burnout,19,Female,Information Technology,1,5.1,5.5,7.5,10.0,5.0,4.7,53.8,93.2,25.9,24.9,Medium,3.8307692307692305,0.4500000000000002
310,2025-01-18,Burnout,19,Female,Information Technology,1,5.1,9.6,6.8,9.5,4.9,4.6,66.0,94.9,38.8,49.1,Medium,4.632075471698114,0.5699999999999998
310,2025-01-19,Burnout,19,Female,Information Technology,1,4.9,5.3,8.2,7.8,4.4,2.8,60.2,62.1,23.2,23.2,Medium,3.6825396825396823,0.4600000000000004
310,2025-01-20,Burnout,19,Female,Information Technology,1,3.0,5.7,8.1,8.6,5.0,4.9,40.0,90.8,29.5,31.5,High,4.701492537313433,0.0900000000000003
310,2025-01-21,Burnout,19,Female,Information Technology,1,3.2,7.5,7.9,10.0,7.0,2.8,49.4,100.0,36.0,42.3,High,4.976470588235294,-0.8799999999999999
310,2025-01-22,Burnout,19,Female,Information Technology,1,5.2,11.4,6.1,7.7,5.6,3.5,65.6,100.0,48.3,70.0,Medium,5.64516129032258,0.8199999999999998
310,2025-01-23,Burnout,19,Female,Information Technology,1,3.8,8.1,6.6,10.0,5.1,2.7,42.9,100.0,30.3,45.8,High,5.032967032967033,-0.6699999999999999
310,2025-01-24,Burnout,19,Female,Information Technology,1,4.2,6.8,6.7,8.9,4.7,3.4,56.5,78.9,28.3,32.5,High,4.166666666666667,0.03000000000000025
310,2025-01-25,Burnout,19,Female,Information Technology,1,6.6,9.6,6.9,9.7,4.5,5.1,72.5,87.5,37.4,56.7,Medium,5.349056603773585,1.2600000000000002
310,2025-01-26,Burnout,19,Female,Information Technology,1,5.1,7.0,5.6,9.3,3.4,3.6,57.1,62.1,23.0,32.5,Medium,4.0625,0.33000000000000007
310,2025-01-27,Burnout,19,Female,Information Technology,1,3.5,9.2,7.2,9.1,3.5,5.1,40.0,93.3,33.6,29.2,High,2.8627450980392157,0.19999999999999973
310,2025-01-28,Burnout,19,Female,Information Technology,1,4.6,7.6,6.0,8.4,7.2,3.5,61.1,100.0,41.7,53.1,High,6.174418604651163,0.36999999999999966
310,2025-01-29,Burnout,19,Female,Information Technology,1,2.9,7.9,6.6,10.0,4.2,3.6,40.0,79.5,27.5,36.5,High,4.101123595505618,-0.7599999999999998
310,2025-01-30,Burnout,19,Female,Information Technology,1,4.3,6.5,6.6,9.1,3.8,2.9,46.8,74.0,22.6,35.4,High,4.72,-0.14000000000000012
311,2025-01-01,Distracted,23,Male,Mechanical,4,5.5,2.7,5.2,4.8,3.6,5.3,64.9,42.3,23.7,23.6,Low,6.378378378378378,2.35
311,2025-01-02,Distracted,23,Male,Mechanical,4,5.4,2.1,10.3,4.4,3.3,6.0,57.9,43.2,22.8,22.1,Low,7.129032258064516,2.6399999999999997
311,2025-01-03,Distracted,23,Male,Mechanical,4,7.0,3.2,12.5,5.1,3.7,5.4,82.4,60.5,24.8,17.9,Low,4.261904761904761,2.89
311,2025-01-04,Distracted,23,Male,Mechanical,4,7.5,1.0,10.3,5.8,4.1,4.6,84.5,54.0,17.4,18.1,Low,9.05,2.6399999999999997
311,2025-01-05,Distracted,23,Male,Mechanical,4,6.4,2.5,9.4,5.9,3.8,5.2,69.9,29.0,20.9,21.3,Low,6.085714285714286,2.350000000000001
311,2025-01-06,Distracted,23,Male,Mechanical,4,4.0,1.0,9.6,6.5,2.4,4.4,40.8,26.6,8.3,7.9,Medium,3.95,0.97
311,2025-01-07,Distracted,23,Male,Mechanical,4,6.2,1.4,12.1,6.3,2.9,5.7,66.5,18.3,14.4,12.5,Medium,5.208333333333334,2.3000000000000007
311,2025-01-08,Distracted,23,Male,Mechanical,4,5.2,2.2,9.3,5.3,3.8,5.3,58.1,63.7,21.7,15.2,Low,4.749999999999999,2.08
311,2025-01-09,Distracted,23,Male,Mechanical,4,6.0,2.0,9.3,4.2,2.8,6.2,64.9,30.7,21.3,22.8,Low,7.6000000000000005,3.0
311,2025-01-10,Distracted,23,Male,Mechanical,4,6.9,2.1,8.0,5.2,2.7,5.7,73.5,36.4,18.0,16.7,Low,5.387096774193548,2.9100000000000006
311,2025-01-11,Distracted,23,Male,Mechanical,4,6.9,2.6,9.3,5.5,2.6,4.9,73.2,46.7,17.0,19.4,Low,5.388888888888888,2.5800000000000005
311,2025-01-12,Distracted,23,Male,Mechanical,4,6.2,5.9,10.6,4.3,3.4,7.1,63.0,45.5,37.0,41.3,Low,5.985507246376811,3.3200000000000003
311,2025-01-13,Distracted,23,Male,Mechanical,4,5.9,1.5,9.6,5.6,4.5,6.8,68.0,61.4,24.8,17.4,Low,6.959999999999999,2.7200000000000006
311,2025-01-14,Distracted,23,Male,Mechanical,4,6.1,2.8,12.4,5.2,4.0,5.6,64.7,44.3,25.0,15.2,Low,4.0,2.56
311,2025-01-15,Distracted,23,Male,Mechanical,4,7.3,2.4,9.4,7.5,2.2,5.6,69.3,37.5,12.2,13.1,Medium,3.8529411764705883,2.3499999999999996
311,2025-01-16,Distracted,23,Male,Mechanical,4,6.5,1.7,6.3,6.4,1.1,6.3,64.1,18.5,9.5,10.5,Medium,3.888888888888889,2.5700000000000003
311,2025-01-17,Distracted,23,Male,Mechanical,4,8.0,1.1,12.9,5.2,3.0,6.2,79.3,57.3,17.3,24.7,Low,11.761904761904761,3.5000000000000004
311,2025-01-18,Distracted,23,Male,Mechanical,4,3.9,2.4,11.1,7.0,1.6,4.0,40.0,8.8,7.5,11.6,Medium,3.411764705882353,0.6599999999999997
311,2025-01-19,Distracted,23,Male,Mechanical,4,5.5,1.8,12.3,5.6,2.8,5.7,62.3,43.9,16.8,22.5,Low,8.035714285714286,2.2300000000000004
311,2025-01-20,Distracted,23,Male,Mechanical,4,6.2,2.7,8.2,6.9,2.6,4.7,61.5,53.2,14.3,15.0,Medium,4.0540540540540535,1.8200000000000007
311,2025-01-21,Distracted,23,Male,Mechanical,4,6.9,1.5,12.1,3.4,3.4,5.8,72.9,56.4,22.0,17.7,Low,7.08,3.48
311,2025-01-22,Distracted,23,Male,Mechanical,4,6.5,2.9,11.9,5.8,4.4,5.8,82.9,28.7,26.2,11.8,Low,3.025641025641026,2.5999999999999996
311,2025-01-23,Distracted,23,Male,Mechanical,4,5.7,3.3,5.3,5.9,2.8,6.9,53.1,38.1,23.2,23.9,Low,5.558139534883721,2.5799999999999996
311,2025-01-24,Distracted,23,Male,Mechanical,4,4.9,0.6,8.7,7.5,3.4,6.4,41.8,43.3,13.6,0.0,Medium,0.0,1.63
311,2025-01-25,Distracted,23,Male,Mechanical,4,7.0,2.7,11.5,5.7,3.1,5.3,73.1,49.9,19.4,24.5,Low,6.621621621621621,2.6800000000000006
311,2025-01-26,Distracted,23,Male,Mechanical,4,6.8,2.1,11.0,5.3,4.8,7.4,77.4,61.1,29.8,29.0,Low,9.35483870967742,3.3500000000000005
311,2025-01-27,Distracted,23,Male,Mechanical,4,4.8,2.9,5.7,4.9,3.4,7.4,53.3,38.6,27.1,24.7,Low,6.333333333333333,2.670000000000001
311,2025-01-28,Distracted,23,Male,Mechanical,4,5.5,0.7,9.2,8.2,3.1,6.4,61.1,50.1,11.1,0.0,Medium,0.0,1.6600000000000006
311,2025-01-29,Distracted,23,Male,Mechanical,4,6.2,3.1,8.7,5.7,5.7,5.5,89.4,76.9,31.7,42.8,Low,10.439024390243903,2.420000000000001
311,2025-01-30,Distracted,23,Male,Mechanical,4,5.9,1.2,11.1,6.0,2.9,5.5,63.6,34.5,14.1,12.7,Medium,5.772727272727272,2.21
312,2025-01-01,Burnout,20,Male,Mechanical,1,5.7,8.0,6.8,7.9,4.8,3.9,67.5,96.9,35.2,34.5,Medium,3.8333333333333335,1.08
312,2025-01-02,Burnout,20,Male,Mechanical,1,6.7,6.6,6.9,9.5,4.9,3.3,73.2,94.8,27.2,30.5,Medium,4.0131578947368425,0.8199999999999998
312,2025-01-03,Burnout,20,Male,Mechanical,1,4.5,7.9,7.4,9.8,5.3,2.8,49.0,85.6,31.1,42.9,High,4.820224719101123,-0.2999999999999998
312,2025-01-04,Burnout,20,Male,Mechanical,1,3.4,7.9,6.5,8.7,4.0,4.9,40.0,62.5,32.0,34.1,High,3.831460674157303,0.2200000000000002
312,2025-01-05,Burnout,20,Male,Mechanical,1,6.2,5.7,7.3,9.7,4.6,4.4,69.8,80.5,25.0,32.6,Medium,4.865671641791045,0.890000000000001
312,2025-01-06,Burnout,20,Male,Mechanical,1,4.2,7.4,9.0,10.0,4.3,4.3,43.3,97.6,28.1,34.6,High,4.119047619047619,-0.03000000000000025
312,2025-01-07,Burnout,20,Male,Mechanical,1,4.4,7.9,7.8,8.1,4.5,5.5,46.2,85.9,36.3,41.8,High,4.6966292134831455,0.9800000000000004
312,2025-01-08,Burnout,20,Male,Mechanical,1,4.6,10.0,8.1,9.2,6.7,5.3,57.1,100.0,48.8,60.1,High,5.463636363636364,0.6699999999999999
312,2025-01-09,Burnout,20,Male,Mechanical,1,5.8,6.2,6.4,7.7,3.9,5.3,58.7,77.7,29.5,35.6,Medium,4.944444444444445,1.5999999999999996
312,2025-01-10,Burnout,20,Male,Mechanical,1,5.3,10.0,7.6,9.6,4.2,4.1,43.3,95.4,35.6,48.3,Medium,4.390909090909091,0.46999999999999975
312,2025-01-11,Burnout,20,Male,Mechanical,1,2.8,9.1,6.6,8.6,4.5,3.4,40.0,79.6,34.8,41.9,High,4.148514851485149,-0.43999999999999995
312,2025-01-12,Burnout,20,Male,Mechanical,1,4.5,11.2,6.3,9.0,5.8,6.2,55.6,100.0,51.3,69.0,High,5.6557377049180335,0.9600000000000004
312,2025-01-13,Burnout,20,Male,Mechanical,1,4.3,9.6,6.9,10.0,3.1,4.6,40.0,62.5,30.4,42.8,High,4.037735849056603,0.09999999999999964
312,2025-01-14,Burnout,20,Male,Mechanical,1,5.8,8.8,7.8,10.0,4.7,5.7,67.7,94.8,36.3,58.8,Medium,5.999999999999999,1.0299999999999994
312,2025-01-15,Burnout,20,Male,Mechanical,1,4.4,8.3,7.2,9.0,3.9,4.4,52.7,86.3,31.3,40.1,High,4.311827956989247,0.38000000000000034
312,2025-01-16,Burnout,20,Male,Mechanical,1,3.8,6.4,7.0,8.1,5.1,3.3,50.1,93.2,30.0,41.9,High,5.662162162162161,0.08000000000000007
312,2025-01-17,Burnout,20,Male,Mechanical,1,4.3,8.3,7.9,9.4,5.7,3.3,50.2,100.0,35.6,49.2,High,5.290322580645161,-0.10999999999999988
312,2025-01-18,Burnout,20,Male,Mechanical,1,4.7,9.7,6.6,8.8,4.7,2.2,51.6,76.8,34.8,37.1,High,3.4672897196261685,-0.10000000000000009
312,2025-01-19,Burnout,20,Male,Mechanical,1,4.8,7.8,4.2,8.5,5.0,5.4,47.6,70.9,37.1,40.6,High,4.613636363636363,0.9900000000000002
312,2025-01-20,Burnout,20,Male,Mechanical,1,4.0,6.5,6.8,9.2,5.5,4.6,52.3,72.7,32.5,32.2,High,4.293333333333334,0.2200000000000002
312,2025-01-21,Burnout,20,Male,Mechanical,1,4.6,8.3,7.1,8.0,4.1,4.6,53.7,76.2,34.6,41.2,Medium,4.43010752688172,0.8199999999999998
312,2025-01-22,Burnout,20,Male,Mechanical,1,7.4,7.6,8.2,10.0,6.1,3.6,67.5,75.6,34.5,46.6,Medium,5.418604651162791,1.040000000000001
312,2025-01-23,Burnout,20,Male,Mechanical,1,4.5,7.1,5.9,9.0,4.4,3.0,42.4,86.7,27.0,40.2,High,4.962962962962964,4.440892098500626e-16
312,2025-01-24,Burnout,20,Male,Mechanical,1,4.7,10.0,6.5,7.7,4.4,4.0,57.9,91.7,40.2,59.2,Medium,5.381818181818182,0.77
312,2025-01-25,Burnout,20,Male,Mechanical,1,4.4,9.0,8.1,9.3,5.3,4.2,53.4,88.1,38.1,48.6,High,4.86,0.23000000000000043
312,2025-01-26,Burnout,20,Male,Mechanical,1,2.9,6.7,6.5,9.7,4.7,4.2,40.0,76.4,28.1,29.5,High,3.831168831168831,-0.48999999999999977
312,2025-01-27,Burnout,20,Male,Mechanical,1,3.8,5.5,7.3,6.0,5.2,4.9,53.4,75.0,35.0,37.1,Medium,5.707692307692308,1.1900000000000004
312,2025-01-28,Burnout,20,Male,Mechanical,1,4.5,7.8,7.7,8.7,3.8,4.3,43.1,83.4,29.7,36.2,High,4.113636363636363,0.48
312,2025-01-29,Burnout,20,Male,Mechanical,1,6.5,8.7,7.8,9.2,6.4,4.7,81.8,100.0,42.8,52.0,Medium,5.360824742268042,1.25
312,2025-01-30,Burnout,20,Male,Mechanical,1,4.1,9.9,5.7,9.4,4.6,2.4,43.1,89.2,33.9,48.3,High,4.431192660550458,-0.45999999999999996
313,2025-01-01,Distracted,21,Male,Information Technology,1,4.9,4.5,5.1,3.8,3.5,6.5,56.3,64.0,32.9,28.1,Low,5.109090909090909,2.7700000000000005
313,2025-01-02,Distracted,21,Male,Information Technology,1,5.7,3.3,9.9,5.5,1.5,5.9,59.0,41.5,17.0,14.5,Low,3.372093023255814,2.400000000000001
313,2025-01-03,Distracted,21,Male,Information Technology,1,5.8,2.5,9.3,5.5,1.9,6.1,63.7,28.1,16.3,13.7,Low,3.914285714285714,2.4999999999999996
313,2025-01-04,Distracted,21,Male,Information Technology,1,8.4,4.3,8.6,5.9,1.4,5.6,80.5,27.9,18.0,28.2,Low,5.320754716981132,3.27
313,2025-01-05,Distracted,21,Male,Information Technology,1,5.9,3.0,9.7,7.3,2.9,4.4,57.2,32.2,14.8,8.4,Medium,2.1,1.4900000000000007
313,2025-01-06,Distracted,21,Male,Information Technology,1,4.4,2.1,11.6,5.5,3.3,7.4,44.7,43.4,23.3,17.8,Low,5.741935483870968,2.3300000000000005
313,2025-01-07,Distracted,21,Male,Information Technology,1,5.6,3.0,10.4,5.7,3.1,5.7,49.9,54.6,21.3,13.3,Low,3.325,2.2399999999999998
313,2025-01-08,Distracted,21,Male,Information Technology,1,7.0,2.7,11.9,7.7,2.5,5.3,74.6,32.2,13.4,18.2,Medium,4.918918918918918,2.0800000000000005
313,2025-01-09,Distracted,21,Male,Information Technology,1,7.5,2.1,10.4,5.6,3.2,4.9,71.5,33.8,18.0,26.8,Low,8.64516129032258,2.79
313,2025-01-10,Distracted,21,Male,Information Technology,1,7.3,4.8,8.9,7.5,4.3,6.4,86.4,64.9,29.2,30.6,Medium,5.275862068965518,2.59
313,2025-01-11,Distracted,21,Male,Information Technology,1,6.5,0.3,9.2,5.4,3.1,5.7,69.5,25.2,14.1,8.4,Low,6.461538461538462,2.6900000000000004
313,2025-01-12,Distracted,21,Male,Information Technology,1,4.3,2.1,9.5,6.8,2.8,6.4,43.8,20.9,16.6,6.3,Medium,2.032258064516129,1.5999999999999996
313,2025-01-13,Distracted,21,Male,Information Technology,1,5.4,0.0,7.6,4.7,3.6,6.4,55.7,44.4,17.7,16.4,Low,16.4,2.67
313,2025-01-14,Distracted,21,Male,Information Technology,1,5.4,4.3,9.6,7.6,5.9,6.4,66.7,93.4,34.0,41.9,Medium,7.90566037735849,1.8000000000000003
313,2025-01-15,Distracted,21,Male,Information Technology,1,5.9,3.1,11.0,5.8,1.5,4.6,56.2,40.2,12.9,21.6,Low,5.26829268292683,2.0
313,2025-01-16,Distracted,21,Male,Information Technology,1,5.5,2.2,9.3,4.3,2.7,5.7,58.3,50.9,19.8,19.3,Low,6.03125,2.62
313,2025-01-17,Distracted,21,Male,Information Technology,1,5.4,3.3,10.6,6.0,3.8,5.7,59.1,56.3,24.3,21.8,Medium,5.069767441860465,2.0700000000000003
313,2025-01-18,Distracted,21,Male,Information Technology,1,4.2,2.3,11.4,6.0,3.1,6.5,40.0,57.4,20.4,15.0,Low,4.545454545454546,1.83
