Student_ID,Date,Persona,Age,Gender,Department,Year_of_Study,Sleep_Hours,Study_Hours,Screen_Time_Hours,Social_Media_Hours,YouTube_Hours,Gaming_Hours,Phone_Checks_Per_Day,Stress_Level,Focus_Score,Mood_Score,Physical_Activity_Hours,Attendance_Percentage,Assignment_Completion,Productivity_Score,Quiz_Score,Exam_Score,GPA,Burnout_Risk
307,2025-01-20,Average,24,Male,Information Technology,2,7.9,4.9,4.7,4.1,2.6,0.9,73,4.0,7.5,5.4,0.0,86.8,81.6,52.7,63.2,75.9,3.04,Low
307,2025-01-21,Average,24,Male,Information Technology,2,7.3,4.0,7.9,2.5,2.0,1.7,90,3.5,5.8,4.7,0.2,76.2,57.6,43.0,47.5,68.9,2.76,Low
307,2025-01-22,Average,24,Male,Information Technology,2,6.7,2.9,3.2,4.0,2.5,0.9,58,4.0,6.2,,0.5,85.5,71.8,38.8,45.2,68.8,2.75,Low
307,2025-01-23,Average,24,Male,Information Technology,2,6.7,2.3,5.2,2.6,3.8,2.5,65,3.6,6.7,5.5,0.7,77.7,64.6,39.9,37.9,46.8,1.87,Low
307,2025-01-24,Average,24,Male,Information Technology,2,7.3,3.6,6.8,4.0,1.1,0.2,57,5.4,6.4,7.6,0.6,78.8,82.5,40.2,49.6,62.2,2.49,Low
307,2025-01-25,Average,24,Male,Information Technology,2,5.1,4.1,5.1,3.7,1.8,1.5,75,5.8,6.5,4.8,0.4,80.4,79.1,37.0,29.0,58.1,2.33,Low
307,2025-01-26,Average,24,Male,Information Technology,2,5.9,4.3,6.5,2.8,2.9,1.6,66,4.9,6.7,8.0,0.5,81.6,78.6,41.3,37.3,53.7,2.15,Low
307,2025-01-27,Average,24,Male,Information Technology,2,6.0,3.7,7.0,3.2,3.2,2.5,74,4.8,6.7,6.3,0.6,85.0,80.3,40.3,53.2,57.2,2.29,Low
307,2025-01-28,Average,24,Male,Information Technology,2,7.3,7.0,5.8,4.0,3.9,1.7,87,5.1,5.7,5.2,1.2,87.3,83.3,48.1,48.5,67.2,2.69,Low
307,2025-01-29,Average,24,Male,Information Technology,2,6.7,4.5,4.6,3.5,1.7,1.0,65,4.4,4.9,6.6,0.8,59.9,84.0,38.0,35.7,58.9,2.36,Low
307,2025-01-30,Average,24,Male,Information Technology,2,5.9,2.9,4.0,3.0,4.0,1.1,84,5.3,4.6,6.0,0.3,81.7,85.3,28.2,46.3,38.8,1.55,Low
308,2025-01-01,Distracted,22,Male,Electronics,4,5.9,4.6,13.1,3.9,1.7,3.1,72,5.1,4.5,7.7,0.5,65.5,67.1,33.2,32.1,59.1,2.36,Low
308,2025-01-02,Distracted,22,Male,Electronics,4,5.4,3.8,6.7,4.9,2.3,3.4,87,5.8,4.2,7.1,0.8,80.6,75.2,27.3,33.6,56.3,2.25,Low
308,2025-01-03,Distracted,22,Male,Electronics,4,7.4,2.3,12.0,4.4,3.5,2.6,115,3.6,2.8,7.8,0.1,57.8,71.5,25.8,24.4,38.5,1.54,Low
308,2025-01-04,Distracted,22,Male,Electronics,4,5.4,1.4,11.8,5.0,1.1,0.9,146,7.0,3.1,5.3,0.5,81.7,54.1,13.5,27.3,30.5,1.22,Medium
308,2025-01-05,Distracted,22,Male,Electronics,4,5.7,0.9,10.6,5.8,1.4,2.6,95,6.0,3.2,5.7,0.8,44.1,45.6,14.7,0.0,16.5,0.66,Medium
308,2025-01-06,Distracted,22,Male,Electronics,4,6.8,2.4,7.9,4.6,5.1,3.3,149,7.7,1.7,5.9,0.4,51.8,55.2,12.1,20.6,23.8,0.95,Medium
308,2025-01-07,Distracted,22,Male,Electronics,4,4.4,2.9,6.6,5.8,3.4,3.5,135,6.5,4.7,6.3,0.2,67.6,63.4,23.2,37.3,33.3,1.33,Medium
308,2025-01-08,Distracted,22,Male,Electronics,4,5.4,1.9,10.7,3.6,2.5,3.6,129,6.9,3.4,5.3,0.2,75.6,40.0,16.5,16.8,25.5,1.02,Medium
308,2025-01-09,Distracted,22,Male,Electronics,4,6.7,2.1,9.3,3.4,3.4,3.6,86,7.4,1.6,4.9,0.8,50.8,41.5,11.4,9.0,14.0,0.56,Medium
308,2025-01-10,Distracted,22,Male,Electronics,4,5.2,3.5,10.5,4.4,4.1,3.8,126,7.3,1.2,5.9,0.6,61.0,58.5,10.9,15.1,24.7,0.99,Medium
308,2025-01-11,Distracted,22,Male,Electronics,4,5.7,2.6,8.1,5.7,4.3,4.4,91,5.4,2.2,6.2,0.5,82.2,47.8,17.4,34.4,47.2,1.89,Low
308,2025-01-12,Distracted,22,Male,Electronics,4,7.9,2.1,12.2,4.1,3.6,2.7,104,5.5,3.4,6.0,0.0,48.6,55.6,24.9,22.6,30.9,1.23,Low
308,2025-01-13,Distracted,22,Male,Electronics,4,5.7,3.3,11.9,5.6,3.9,2.2,159,7.5,1.7,4.8,0.5,71.7,85.6,13.0,14.3,25.0,1.0,Medium
308,2025-01-14,Distracted,22,Male,Electronics,4,6.5,3.0,14.4,4.7,2.0,3.1,145,6.4,4.0,5.8,0.3,46.0,70.1,25.1,22.9,37.4,1.5,Medium
308,2025-01-15,Distracted,22,Male,Electronics,4,5.4,1.8,10.5,5.6,2.9,3.2,145,7.8,4.7,5.3,0.3,78.9,60.1,19.6,14.7,28.1,1.12,Medium
308,2025-01-16,Distracted,22,Male,Electronics,4,4.5,,8.4,7.2,2.9,3.0,122,5.5,2.2,5.0,0.3,94.4,58.8,14.0,15.2,34.2,1.37,Low
308,2025-01-17,Distracted,22,Male,Electronics,4,5.3,3.0,8.9,3.1,2.4,2.0,106,7.3,3.4,3.4,0.7,60.1,73.7,18.6,19.9,34.0,1.36,Medium
308,2025-01-18,Distracted,22,Male,Electronics,4,5.3,1.8,12.6,5.0,2.4,2.1,110,5.7,2.5,5.1,1.5,60.8,64.9,14.6,10.5,25.3,1.01,Low
308,2025-01-19,Distracted,22,Male,Electronics,4,8.0,2.6,11.0,5.6,5.8,3.9,102,6.3,3.1,6.1,0.8,55.8,55.1,23.6,19.8,31.8,1.27,Medium
308,2025-01-20,Distracted,22,Male,Electronics,4,5.2,2.7,9.9,3.4,2.3,2.8,145,5.1,1.6,5.0,0.6,62.8,50.8,14.9,9.4,23.5,0.94,Low
308,2025-01-21,Distracted,22,Male,Electronics,4,6.6,2.6,12.2,4.7,3.2,3.9,68,5.5,1.0,8.2,0.3,77.3,49.7,13.9,19.7,32.3,1.29,Low
308,2025-01-22,Distracted,22,Male,Electronics,4,7.6,1.9,7.3,3.7,3.7,1.1,105,7.1,2.3,6.3,0.7,40.0,40.0,15.8,12.0,24.6,0.98,Medium
308,2025-01-23,Distracted,22,Male,Electronics,4,5.4,1.1,9.9,3.9,3.6,4.6,103,6.4,4.6,5.7,0.4,84.4,92.6,19.6,9.0,27.1,1.08,Medium
308,2025-01-24,Distracted,22,Male,Electronics,4,5.7,2.6,8.9,6.9,2.8,4.3,121,6.4,4.4,4.7,0.4,78.6,63.6,23.8,39.9,48.4,1.94,Medium
308,2025-01-25,Distracted,22,Male,Electronics,4,7.0,3.7,9.8,6.1,2.7,2.8,104,5.7,2.8,4.3,0.4,62.1,63.7,24.7,35.8,37.8,1.51,Low
308,2025-01-26,Distracted,22,Male,Electronics,4,7.6,3.5,15.4,8.2,3.0,2.6,142,4.0,1.5,4.6,0.5,64.0,50.3,24.1,25.8,43.9,1.76,Low
308,2025-01-27,Distracted,22,Male,Electronics,4,6.8,2.9,10.4,6.5,3.2,3.7,111,5.3,2.1,6.8,0.6,61.7,60.2,20.4,26.3,35.7,1.43,Low
308,2025-01-28,Distracted,22,Male,Electronics,4,5.5,1.5,11.7,3.8,3.6,2.4,124,4.9,1.9,5.8,0.3,68.2,69.9,13.4,24.6,29.8,1.19,Low
308,2025-01-29,Distracted,22,Male,Electronics,4,7.6,3.3,8.6,4.8,3.6,4.7,95,5.6,1.7,6.7,0.6,74.8,56.4,20.5,32.7,35.8,1.43,Low
308,2025-01-30,Distracted,22,Male,Electronics,4,5.8,0.7,7.3,5.0,2.6,2.4,135,6.5,4.1,4.2,0.4,57.7,41.7,17.2,9.1,23.5,0.94,Medium
309,2025-01-01,High Performer,21,Female,Business,3,8.0,5.1,3.9,2.2,1.9,0.9,60,5.9,7.8,5.7,1.6,88.1,94.6,50.7,53.7,74.4,2.98,Low
309,2025-01-02,High Performer,21,Female,Business,3,7.6,6.4,4.8,0.8,0.6,1.1,23,3.6,7.5,8.5,0.7,94.6,93.3,56.8,55.8,77.2,3.09,Low
309,2025-01-03,High Performer,21,Female,Business,3,8.1,6.6,3.1,2.8,1.2,0.9,33,5.2,8.1,7.8,1.5,91.5,93.7,57.8,47.7,86.1,3.44,Low
309,2025-01-04,High Performer,21,Female,Business,3,9.4,6.6,4.4,2.2,1.0,1.5,24,4.6,5.0,8.4,0.7,94.9,96.1,49.2,46.2,81.9,3.27,Low
309,2025-01-05,High Performer,21,Female,Business,3,7.3,4.9,4.5,0.7,0.5,1.7,40,2.9,8.3,8.2,2.0,86.2,98.1,56.6,54.8,79.5,3.18,Low
309,2025-01-06,High Performer,21,Female,Business,3,8.1,5.7,3.6,2.2,1.2,1.1,44,4.9,7.9,7.5,0.8,90.6,90.8,55.2,54.8,76.9,3.07,Low
309,2025-01-07,High Performer,21,Female,Business,3,8.2,6.7,3.4,1.8,1.8,1.4,52,2.6,7.0,8.4,0.9,91.6,90.2,59.2,68.0,93.2,3.73,Low
309,2025-01-08,High Performer,21,Female,Business,3,7.2,3.8,4.7,2.9,1.2,1.6,38,2.9,8.6,7.6,1.1,88.2,90.8,54.4,53.7,74.1,2.96,Low
309,2025-01-09,High Performer,21,Female,Business,3,8.4,6.7,1.9,2.9,0.8,1.3,64,2.5,8.2,9.2,1.1,84.6,96.5,64.5,64.0,88.2,3.53,Low
309,2025-01-10,High Performer,21,Female,Business,3,8.7,4.5,4.6,2.8,2.1,0.9,45,3.1,7.9,8.9,0.7,82.9,92.7,56.2,62.0,84.3,3.37,Low
309,2025-01-11,High Performer,21,Female,Business,3,6.9,7.0,5.6,2.2,1.2,0.7,45,4.0,7.9,6.7,1.5,91.1,92.9,58.4,65.0,89.7,3.59,Low
309,2025-01-12,High Performer,21,Female,Business,3,6.3,3.9,3.8,0.8,1.8,0.9,46,4.8,9.4,6.7,1.2,92.1,99.7,52.2,45.9,69.0,2.76,Low
309,2025-01-13,High Performer,21,Female,Business,3,7.9,6.4,3.1,2.4,1.5,1.2,39,3.2,8.4,8.8,1.8,93.8,90.0,62.2,64.3,89.2,3.57,Low
309,2025-01-14,High Performer,21,Female,Business,3,7.7,7.0,1.9,2.4,1.9,1.1,35,3.7,6.7,8.3,1.2,100.0,100.0,55.9,67.1,90.6,3.62,Low
309,2025-01-15,High Performer,21,Female,Business,3,5.9,4.1,6.4,1.1,1.4,1.4,45,3.9,7.5,9.0,0.7,94.7,96.8,45.9,52.9,75.1,3.0,Low
309,2025-01-16,High Performer,21,Female,Business,3,7.4,5.2,4.8,1.8,1.5,0.3,45,4.3,6.8,8.5,0.9,88.0,92.2,49.2,65.3,75.3,3.01,Low
309,2025-01-17,High Performer,21,Female,Business,3,8.1,5.6,4.8,1.2,1.6,2.0,63,2.7,8.8,8.2,1.7,86.8,94.0,63.0,68.2,93.4,3.74,Low
309,2025-01-18,High Performer,21,Female,Business,3,7.1,5.7,4.0,1.7,0.5,0.6,41,3.3,8.0,7.4,0.7,98.3,98.7,56.7,58.0,82.5,3.3,Low
309,2025-01-19,High Performer,21,Female,Business,3,8.0,5.3,3.5,3.0,0.9,1.8,52,4.7,8.3,6.9,0.7,100.0,100.0,55.5,56.4,78.9,3.16,Low
309,2025-01-20,High Performer,21,Female,Business,3,8.4,5.9,5.4,3.1,2.5,0.5,47,6.0,6.5,9.0,1.7,89.3,100.0,48.4,58.3,72.3,2.89,Low
309,2025-01-21,High Performer,21,Female,Business,3,7.5,7.5,3.5,2.3,2.1,0.5,59,4.7,8.6,8.2,0.5,81.7,96.9,62.5,68.2,78.9,3.15,Low
309,2025-01-22,High Performer,21,Female,Business,3,6.8,4.5,3.4,1.4,1.9,0.7,42,4.2,7.3,8.7,1.1,100.0,91.0,48.1,38.6,65.2,2.61,Low
309,2025-01-23,High Performer,21,Female,Business,3,6.4,5.7,4.7,0.6,1.4,1.0,51,4.5,8.4,8.9,1.2,93.4,91.1,54.3,58.0,76.4,3.06,Low
309,2025-01-24,High Performer,21,Female,Business,3,7.3,5.5,3.4,2.5,1.3,0.8,33,3.4,8.8,8.7,1.3,92.2,96.2,59.5,64.5,83.7,3.35,Low
309,2025-01-25,High Performer,21,Female,Business,3,6.9,5.2,4.5,0.7,2.0,1.6,49,3.9,7.9,7.1,1.1,95.1,93.4,53.4,41.8,74.9,3.0,Low
309,2025-01-26,High Performer,21,Female,Business,3,7.9,5.8,2.2,0.4,1.1,1.9,45,2.6,8.3,7.8,0.8,83.8,86.7,61.2,87.9,98.9,3.96,Low
309,2025-01-27,High Performer,21,Female,Business,3,7.8,5.9,4.1,1.3,1.1,0.4,36,3.1,8.4,7.2,0.6,87.5,93.6,60.4,51.8,81.8,3.27,Low
309,2025-01-28,High Performer,21,Female,Business,3,9.6,5.5,4.9,1.9,0.8,1.3,32,3.7,7.6,8.1,1.1,93.1,100.0,58.9,68.2,84.7,3.39,Low
309,2025-01-29,High Performer,21,Female,Business,3,7.7,5.4,2.5,2.8,2.3,1.1,29,4.3,8.4,8.2,1.2,86.2,91.4,56.6,49.4,85.2,3.41,Low
309,2025-01-30,High Performer,21,Female,Business,3,8.7,5.9,2.9,0.6,2.0,0.9,45,2.9,10.0,8.6,1.6,92.9,91.0,69.0,73.3,94.8,3.79,Low
310,2025-01-01,Burnout,25,Male,Business,4,3.9,7.4,7.9,3.5,1.5,2.1,108,9.9,4.0,3.4,0.5,70.0,83.7,26.3,26.5,36.2,1.45,High
310,2025-01-02,Burnout,25,Male,Business,4,4.4,9.2,7.8,4.0,1.8,1.8,46,8.3,6.6,5.1,0.2,64.6,62.3,46.4,41.7,64.4,2.58,High
310,2025-01-03,Burnout,25,Male,Business,4,2.9,4.7,7.1,4.6,3.0,0.0,33,8.4,4.9,5.2,0.3,76.0,80.4,22.7,27.6,34.6,1.38,High
310,2025-01-04,Burnout,25,Male,Business,4,4.7,5.3,6.5,3.4,1.4,1.0,54,7.1,5.5,4.4,0.1,69.0,79.4,33.0,27.5,51.1,2.04,Medium
310,2025-01-05,Burnout,25,Male,Business,4,4.7,11.8,6.9,3.3,2.0,0.0,76,8.3,2.5,4.6,0.2,66.6,75.7,38.2,38.5,73.0,2.92,High
310,2025-01-06,Burnout,25,Male,Business,4,4.1,5.0,7.7,1.4,2.6,1.1,107,8.3,6.1,5.1,0.0,72.0,78.8,31.0,45.8,46.7,1.87,High
310,2025-01-07,Burnout,25,Male,Business,4,6.0,7.7,5.4,3.1,1.2,0.9,103,9.8,6.5,3.5,0.2,100.0,69.2,41.6,52.6,62.3,2.49,Medium
310,2025-01-08,Burnout,25,Male,Business,4,4.7,7.3,8.3,2.2,2.4,1.8,98,7.3,4.9,5.7,0.7,73.9,69.4,36.4,42.8,59.2,2.37,Medium
310,2025-01-09,Burnout,25,Male,Business,4,3.5,8.6,8.9,2.5,2.4,1.5,30,9.0,4.1,3.5,0.4,71.9,73.5,31.3,33.7,56.6,2.26,High
310,2025-01-10,Burnout,25,Male,Business,4,3.7,7.4,5.2,2.5,1.6,1.4,58,8.7,3.8,4.0,0.5,77.2,74.7,27.5,38.0,49.0,1.96,High
310,2025-01-11,Burnout,25,Male,Business,4,5.4,6.3,7.5,3.3,1.0,1.4,82,8.7,4.7,4.4,0.0,77.5,72.7,31.3,33.5,48.0,1.92,Medium
310,2025-01-12,Burnout,25,Male,Business,4,4.2,8.2,5.6,2.8,1.5,1.1,109,8.7,5.4,1.6,0.2,65.6,84.4,36.8,44.4,60.9,2.44,High
310,2025-01-13,Burnout,25,Male,Business,4,2.7,10.3,6.3,3.4,0.7,1.4,70,9.1,5.6,4.9,0.2,81.9,75.3,40.8,52.1,72.9,2.92,High
310,2025-01-14,Burnout,25,Male,Business,4,3.5,10.6,7.3,4.0,1.1,1.4,102,9.8,6.4,2.9,0.2,62.8,86.1,44.4,52.2,78.7,3.15,High
310,2025-01-15,Burnout,25,Male,Business,4,4.1,6.8,6.9,3.7,1.8,1.9,99,10.0,5.4,3.9,0.2,55.5,94.7,30.2,15.0,44.0,1.76,High
310,2025-01-16,Burnout,25,Male,Business,4,4.2,9.0,5.5,3.6,2.2,0.3,81,8.5,3.9,4.1,0.3,61.4,97.5,33.9,36.5,59.8,2.39,High
310,2025-01-17,Burnout,25,Male,Business,4,4.6,8.2,6.2,2.4,2.7,0.8,113,8.7,6.7,5.6,0.6,67.3,76.4,43.4,54.9,69.5,2.78,High
310,2025-01-18,Burnout,25,Male,Business,4,4.2,6.3,6.5,3.3,1.8,0.0,88,9.1,6.1,6.4,0.2,66.0,83.3,33.5,19.4,43.3,1.73,High
310,2025-01-19,Burnout,25,Male,Business,4,4.3,8.9,5.8,1.1,3.3,0.8,82,8.1,4.9,2.8,0.3,59.4,92.1,38.6,48.7,57.0,2.28,High
310,2025-01-20,Burnout,25,Male,Business,4,4.3,9.9,6.4,2.2,1.0,1.3,85,10.0,4.5,4.2,0.2,72.1,92.1,36.3,45.6,66.4,2.66,High
310,2025-01-21,Burnout,25,Male,Business,4,3.9,7.6,7.0,3.4,2.1,1.5,119,8.7,3.7,3.6,0.5,84.7,92.8,27.9,45.0,47.7,1.91,High
310,2025-01-22,Burnout,25,Male,Business,4,5.5,7.9,4.7,2.7,2.0,0.4,79,8.9,4.9,,0.1,65.2,77.7,36.6,32.0,50.1,2.0,Medium
310,2025-01-23,Burnout,25,Male,Business,4,4.8,7.2,6.8,3.0,2.9,1.0,100,8.7,5.3,4.5,0.3,66.3,71.8,34.9,43.0,52.5,2.1,High
310,2025-01-24,Burnout,25,Male,Business,4,5.5,9.6,5.8,4.1,3.0,1.2,103,8.8,4.9,4.2,0.1,79.8,71.5,41.8,49.1,70.6,2.82,Medium
310,2025-01-25,Burnout,25,Male,Business,4,4.5,9.1,7.0,1.7,2.9,1.9,88,9.3,6.2,2.3,0.2,80.1,63.7,42.6,39.3,62.3,2.49,High
310,2025-01-26,Burnout,25,Male,Business,4,3.8,9.2,6.7,2.7,2.6,1.4,82,8.0,7.0,5.3,0.4,92.0,77.5,47.2,48.8,83.5,3.34,High
310,2025-01-27,Burnout,25,Male,Business,4,6.4,8.7,7.1,2.4,2.8,1.1,57,9.5,6.1,4.4,0.5,88.1,63.7,44.5,31.1,70.2,2.81,Medium
310,2025-01-28,Burnout,25,Male,Business,4,4.5,9.3,6.2,4.5,0.4,0.7,56,7.2,4.8,2.5,0.0,65.1,97.4,41.6,45.9,56.0,2.24,Medium
310,2025-01-29,Burnout,25,Male,Business,4,5.2,5.8,7.5,3.8,2.3,0.0,102,7.9,4.9,3.0,0.3,58.5,89.4,31.5,31.9,54.5,2.18,Medium
310,2025-01-30,Burnout,25,Male,Business,4,2.3,8.6,5.7,3.0,2.5,0.9,78,9.8,5.5,3.3,0.4,62.7,77.2,32.8,45.1,52.3,2.09,High
311,2025-01-01,Inconsistent,23,Female,Computer Science,4,3.5,4.8,5.8,5.1,3.8,1.9,84,10.0,4.7,3.5,0.1,100.0,69.0,20.1,28.8,34.4,1.37,High
311,2025-01-02,Inconsistent,23,Female,Computer Science,4,5.6,6.2,6.6,3.5,2.5,0.0,91,7.9,2.8,8.5,1.1,73.7,55.8,25.0,31.0,41.3,1.65,Medium
311,2025-01-03,Inconsistent,23,Female,Computer Science,4,8.6,2.6,7.8,5.5,2.4,1.7,109,3.4,6.8,3.2,0.5,80.8,80.1,45.3,65.5,68.8,2.75,Low
311,2025-01-04,Inconsistent,23,Female,Computer Science,4,4.4,0.1,8.0,3.7,1.9,0.9,137,6.2,1.8,6.4,1.2,71.1,53.3,3.9,0.0,7.4,0.3,Medium
311,2025-01-05,Inconsistent,23,Female,Computer Science,4,5.2,4.4,6.5,4.3,1.4,0.7,143,8.0,7.8,2.9,0.2,54.1,72.5,39.0,31.2,45.3,1.81,Medium
311,2025-01-06,Inconsistent,23,Female,Computer Science,4,2.8,2.2,6.5,0.0,1.4,1.7,53,4.7,5.1,4.7,0.2,100.0,77.2,23.4,24.5,48.1,1.92,Low
311,2025-01-07,Inconsistent,23,Female,Computer Science,4,6.9,8.5,9.2,5.9,3.1,2.8,114,3.5,8.6,8.9,1.0,56.7,73.9,66.9,76.4,100.0,4.0,Low
311,2025-01-08,Inconsistent,23,Female,Computer Science,4,6.4,4.1,7.5,6.0,3.6,1.7,99,6.3,4.9,4.3,0.9,47.2,60.3,32.2,38.8,48.4,1.94,Medium
311,2025-01-09,Inconsistent,23,Female,Computer Science,4,9.3,2.3,6.5,0.0,1.6,2.4,28,7.3,4.7,3.4,0.0,100.0,56.8,29.5,43.0,53.6,2.14,Medium
311,2025-01-10,Inconsistent,23,Female,Computer Science,4,6.6,2.3,0.7,1.3,0.0,1.9,98,8.5,2.9,5.2,0.9,84.8,40.0,14.5,29.4,25.0,1.0,Medium
311,2025-01-11,Inconsistent,23,Female,Computer Science,4,6.9,6.3,6.5,6.3,0.0,1.5,182,5.2,3.9,3.6,0.6,84.7,58.7,38.0,40.2,62.5,2.5,Low
311,2025-01-12,Inconsistent,23,Female,Computer Science,4,4.2,3.4,6.3,7.8,2.7,1.4,88,10.0,3.8,2.0,0.8,64.7,40.0,13.5,13.6,25.1,1.0,High
311,2025-01-13,Inconsistent,23,Female,Computer Science,4,5.9,8.8,9.3,5.9,3.4,4.3,66,6.4,5.1,5.0,1.3,61.1,66.4,45.8,55.8,68.9,2.76,Medium
311,2025-01-14,Inconsistent,23,Female,Computer Science,4,5.4,3.6,8.3,5.6,0.3,3.4,102,6.4,2.0,6.1,0.8,87.8,69.0,16.7,34.7,41.2,1.65,Medium
311,2025-01-15,Inconsistent,23,Female,Computer Science,4,4.9,0.0,4.4,5.6,3.7,0.3,86,4.5,4.3,7.8,1.3,63.8,46.9,18.1,13.7,25.4,1.02,Low
311,2025-01-16,Inconsistent,23,Female,Computer Science,4,4.0,5.1,6.3,2.2,1.3,3.3,90,8.0,4.3,5.1,0.5,78.8,69.2,24.5,29.2,47.5,1.9,High
311,2025-01-17,Inconsistent,23,Female,Computer Science,4,5.0,8.2,8.6,6.3,2.7,3.4,117,10.0,6.0,2.7,0.6,59.6,72.8,38.5,25.7,49.0,1.96,Medium
311,2025-01-18,Inconsistent,23,Female,Computer Science,4,5.5,3.8,3.6,7.8,3.2,1.6,66,7.7,3.7,9.4,1.5,61.7,63.6,21.6,21.7,33.2,1.33,Medium
311,2025-01-19,Inconsistent,23,Female,Computer Science,4,2.6,5.2,9.6,5.3,2.6,0.0,133,7.0,3.6,2.9,0.2,75.1,60.5,21.3,23.9,38.9,1.56,Medium
311,2025-01-20,Inconsistent,23,Female,Computer Science,4,7.0,3.6,8.7,0.0,0.0,0.6,52,5.6,7.3,2.0,0.1,51.8,90.9,43.0,18.7,59.8,2.39,Low
311,2025-01-21,Inconsistent,23,Female,Computer Science,4,6.3,7.3,6.8,3.5,3.7,2.4,96,1.6,1.0,6.0,0.8,55.5,74.8,35.4,37.4,54.3,2.17,Low
311,2025-01-22,Inconsistent,23,Female,Computer Science,4,3.5,3.5,6.2,2.7,3.5,4.5,105,6.4,3.1,3.3,0.2,58.9,71.9,17.3,16.0,29.1,1.16,Medium
311,2025-01-23,Inconsistent,23,Female,Computer Science,4,7.6,2.2,4.5,1.3,6.8,2.8,86,8.5,4.7,4.2,0.5,67.0,59.7,23.6,31.7,40.0,1.6,Medium
311,2025-01-24,Inconsistent,23,Female,Computer Science,4,6.9,8.3,2.3,3.2,4.1,0.8,88,3.0,2.6,6.9,0.8,92.1,66.9,43.0,46.4,76.1,3.04,Low
311,2025-01-25,Inconsistent,23,Female,Computer Science,4,2.0,2.4,10.0,6.6,1.4,1.2,69,6.9,9.0,7.1,1.4,90.1,43.5,33.1,39.5,46.0,1.84,Medium
311,2025-01-26,Inconsistent,23,Female,Computer Science,4,7.0,5.9,9.5,3.7,4.2,3.7,107,9.0,7.0,1.9,0.7,67.2,65.8,41.6,44.7,57.2,2.29,Medium
311,2025-01-27,Inconsistent,23,Female,Computer Science,4,5.8,0.6,2.1,1.8,0.5,0.0,57,7.6,8.1,3.9,0.9,79.6,100.0,30.7,17.7,39.7,1.59,Medium
311,2025-01-28,Inconsistent,23,Female,Computer Science,4,3.7,1.8,0.0,4.0,0.0,1.9,79,6.7,6.0,5.4,1.2,78.9,98.8,23.3,38.1,32.1,1.28,Medium
311,2025-01-29,Inconsistent,23,Female,Computer Science,4,5.2,2.7,10.3,5.2,4.3,2.4,72,8.6,4.0,3.6,0.1,55.3,100.0,17.3,23.6,26.9,1.08,Medium
311,2025-01-30,Inconsistent,23,Female,Computer Science,4,8.4,1.6,0.3,5.0,6.0,2.3,56,5.5,8.4,5.7,0.0,58.3,40.0,44.0,40.6,55.3,2.21,Low
312,2025-01-01,Average,21,Female,Computer Science,4,4.8,4.3,5.5,5.5,1.4,0.0,59,6.4,6.6,7.4,0.9,76.9,99.8,36.1,31.4,56.0,2.24,Medium
312,2025-01-02,Average,21,Female,Computer Science,4,5.9,2.6,5.3,3.8,1.6,1.9,88,5.6,6.4,5.4,1.4,73.0,75.7,33.8,28.6,51.6,2.07,Low
312,2025-01-03,Average,21,Female,Computer Science,4,6.4,5.3,6.0,4.0,1.1,0.7,64,4.0,4.3,5.1,0.5,79.1,77.9,38.1,45.3,52.3,2.09,Low
312,2025-01-04,Average,21,Female,Computer Science,4,6.2,3.9,3.4,3.7,2.3,1.3,76,4.1,6.4,5.0,0.4,89.1,91.9,41.6,26.7,58.4,2.34,Low
312,2025-01-05,Average,21,Female,Computer Science,4,5.9,3.7,4.2,3.3,2.3,2.7,72,5.6,7.2,5.8,0.5,84.0,81.9,40.6,44.8,62.5,2.5,Low
312,2025-01-06,Average,21,Female,Computer Science,4,6.6,3.1,9.0,2.3,1.6,2.6,79,6.5,5.8,5.9,0.9,88.4,88.7,32.7,17.6,51.4,2.06,Medium
312,2025-01-07,Average,21,Female,Computer Science,4,7.4,2.7,4.4,2.8,1.4,1.0,63,7.1,7.1,6.4,0.4,88.2,95.2,37.1,39.0,55.2,2.21,Medium
312,2025-01-08,Average,21,Female,Computer Science,4,6.1,5.0,5.6,1.7,3.4,2.7,75,7.0,8.0,5.7,0.4,77.1,59.3,45.2,43.8,55.9,2.24,Medium
312,2025-01-09,Average,21,Female,Computer Science,4,6.9,3.2,6.9,3.7,0.9,1.1,54,5.3,5.0,3.1,0.1,81.7,69.4,33.3,27.3,43.2,1.73,Low
312,2025-01-10,Average,21,Female,Computer Science,4,8.1,5.0,6.5,2.5,2.2,2.1,61,6.2,5.2,4.0,0.8,95.2,90.9,39.9,36.7,59.9,2.4,Medium
312,2025-01-11,Average,21,Female,Computer Science,4,4.9,3.7,5.7,1.9,2.0,2.3,75,4.4,7.1,6.3,1.4,82.3,68.3,40.5,51.3,62.2,2.49,Low
312,2025-01-12,Average,21,Female,Computer Science,4,5.6,4.8,5.3,2.5,2.1,1.1,55,4.4,5.3,5.8,1.0,69.3,70.6,38.2,54.9,59.3,2.37,Low
312,2025-01-13,Average,21,Female,Computer Science,4,8.2,2.3,6.3,2.0,0.8,1.5,80,6.1,7.0,4.4,0.2,82.3,74.9,38.9,32.3,46.5,1.86,Medium
312,2025-01-14,Average,21,Female,Computer Science,4,7.3,4.1,5.8,3.5,2.4,2.2,83,5.2,6.9,6.8,0.6,87.5,58.1,44.1,48.6,67.4,2.7,Low
